# random QPEC data from matlab

param n := 50   ;
param m := 60   ;
param p := 50   ;

param	 	A
	:                 1                     2                     3  :=
	21     0.3540427915892215      3.883977313381814    -0.7822087956476333
	22    -0.7649736418529542      2.425651366199551       1.63905442569318
	23    -0.6777190810208995     -1.930761861554779      1.081922167034731
	24     -0.801190747361876    -0.9252880163626371    -0.3734298292480651
	25      1.194913960750569     -3.935383223427477     0.1128320186629406
	26      3.984569358119729      3.823775918359914     -2.738757495971412
	27     -2.024120701369522      1.750661514476962      3.147048114358597
	28      -1.13576824970436     0.4515876892250086     -2.489765196604583
	29     0.5873163942067263      1.083928866018701     -1.574181721099128
	30      2.726582804680985    0.08544505779955269      2.106596168458781
	31    -0.9157082063257667     0.2639951825368696      1.804955300509036
	32     -3.989047840723428      3.495927626154463    -0.3009614725265286
	33    0.07759978694110625      1.931654404254554     -1.153981857624564
	34     -2.555460566620707      1.985448069965661      1.713283459158402
	35      3.480770797873098      1.502217896650308    -0.3120519814402689
	36      3.474079580105067      -1.99472313427164    -0.9464538031914258
	37      1.563838446040965      3.633670300132435     -1.693983156054915
	38      2.098843158516043     -1.857857321470082     -3.946736752696626
	39    -0.7571195985668941     -1.864150162787626      1.393213158237827
	40     -3.893876989443143      2.040018909418377      1.460359554405729
	41      1.045260838937681      2.247638339883038     -2.788870513675112
	42     0.3838952391979529    0.08843970633788167     -3.525798282950586
	43     -2.942973012105721     0.2483722715057137     -1.303024929288172
	44    -0.1376907525834921     0.2869532257523453     -1.463273656889992
	45     0.5652075882825951     -1.824352155677467      3.094909811712444
	46     0.7540490220813636     -1.518125182705542      2.583458097847115
	47      2.917989856454797      2.696582364092003     -3.836654046821426
	48      -3.14654339293426      2.106388425573573     -2.836481360717983
	49      2.063272785666406      3.096623165565942    -0.9923479105360258
	50     -2.648344267408019     0.2666028788586052     -2.209590403294347

	:                31                    32                    33  :=
	1      -3.836996943468555    -0.4668952589865829      2.097653892907545
	2       2.843859354767359      2.126277102180651      2.193286670352733
	3      0.1293128201174278      3.014812936043312       1.87774250360682
	4      -1.869111194344959     -3.118956558495164     -2.094723750423775
	5      -2.542601142617658     0.4277034760420557     -1.246935457362568
	6       1.446489617479312     -2.159521204289409      3.588539281154268
	7     -0.7214486646602811      1.737769357287548      2.851640235917845
	8      -3.868114331261574      2.140505526929322     -1.257617090167458
	9       1.279197323501467      2.434723742987623     -1.151444772407372
	10     0.1221172061838685     -1.793057970345118     -3.340571797522217
	11     0.3203264782017854      0.727287532449318   -0.02179303655264286
	12     0.5200000228234618     0.9271043725878174     -2.967695242024733
	13      3.233053179350497      -1.41842633945567     -2.389125687489326
	14     0.3326379350859066     -0.417630354342605     -1.874735200966711
	15      3.768697807775975     -3.620816365815243     0.6617721382649711
	16      1.006470128385736      1.189933489079807      1.748611147964366
	17      2.763363995317129      0.757081518414477     -2.610678355784272
	18      3.561332248826395    -0.8649960416253344     -2.234298812081052
	19    -0.5972806529448658      2.906501944877611     -1.729600596828108
	20      3.277776493892367      3.044714025087375    -0.5570779942841586
	21     -1.270268433937317      2.992494285142925     -2.608427669541572
	22      3.959197768900601      1.827281210042122      2.842684802851216
	23      3.455752541386105     0.1224420097678438     -2.609160675729791
	24     0.7300854116389921      1.999509041292899      2.200262525763842
	25    -0.5284469134564018      3.401601336296543   -0.01203516114731995
	26     -2.432218010463314      3.645488984455025      1.547487103779299
	27       1.41375856855429     -1.491770291713241      1.389796387432196
	28      3.137615600977114     0.7791933617555564       2.49481149115564
	29      3.366075023870066      1.469946296492208      3.716865493341691
	30       2.08403416303927       3.90885179756305     0.9541422593866278
	31     0.4221487724947659      3.354955875685966     -2.804902732828282
	32     -1.855840791740149      2.862179359032019     -2.980404314263282
	33     -1.257450461817814     0.9908108776447566     0.5366427165600198
	34      2.733240421234351      -3.86882497036505     0.5247380087127116
	35       1.20439336342874     0.6006049124775839     0.2162692936555199
	36     -3.365413513356839       2.14635935331309     -1.942964313398585
	37      3.530671483361461     -2.934913605796287     -2.838212888914102
	38      3.418775698908991     0.8245717714652399      2.510074175218689
	39     -3.206367731351716     0.9529787234407685      3.612137864231085
	40     -1.772876865593183     -2.369872277378985      2.168427433781145
	41      3.935938368795042    -0.5919649662631743     -1.191559990529477
	42      3.850275513645086      1.941584491134425      3.244637191685354
	43      1.806098652351295     0.5714708380889419       3.43833983726315
	44      3.713555777079763     -2.100738407606492      -3.81611367736182
	45     0.2572444206629187    -0.9905140441292626     -1.862249118336365
	46    -0.1368934874662773     -2.990793084615281     -1.542236314939844
	47     -2.442914207665676    -0.1785829074248175    -0.4571065746388925
	48       1.16840870093229      1.874429796411093   -0.08135942721536127
	49      2.820869521505552    -0.7395301511739341       2.51759060626004
	50      3.519947602783237      -2.06143046353868    -0.3646010910697588

	:                34                    35                    36  :=
	1       2.209749849353482    -0.9262857495257872     0.4821226795831546
	2      -1.947993452292106     -1.197725877987812      -3.52611377112894
	3     -0.7056900036024598     -3.716139363792908     -3.588192492328743
	4       3.124416617396817     -2.585758851652178     -2.440339752884085
	5       3.176945132022437      1.409201695669022      2.721760098399717
	6     -0.8509896889484367       2.59160827059952      1.008830367816357
	7       2.789173587028399     -2.189826622961713     -1.191726377467531
	8      -2.152584637401436     -2.671228180647017     -2.036210951336283
	9      -2.091416527718436      3.979803185858214    -0.9799371298346573
	10      1.029153843951665      2.255643981419593      2.983003399579963
	11      2.435707589680612     -2.348421923460178      2.192365775904913
	12      -1.98714647247811      -2.74608282126636     -3.640577627743007
	13     -2.688616025756287     0.3897128152408502   -0.07853729147584776
	14     -2.316724206322939     -3.376449484276409      2.241548969606397
	15      0.298282468959953     -2.036145304107316    -0.8844126831780614
	16     -2.953532644646008      1.809048338832493      1.293706588832886
	17     -2.151030880842904   -0.03681057881635752      3.341077875746868
	18     -3.735938063977867     -3.424505636769905      2.738182813055841
	19      -1.24487808984156     -0.912189727667748    -0.6973651863717492
	20      3.931263619227252     0.7720116514775608       1.83237337593196
	21     -2.197543404664261     -2.943574997512989      1.112820047375976
	22     -3.460972742464524      2.029390984610712     0.1688719489919155
	23    -0.7834813400698475     -1.681532781790526       -3.0487053380567
	24      2.111503554564633     0.1385932078160987      3.616102123036725
	25      1.524985268265526      -3.63085949328814      2.454644602517502
	26      1.525617313618444     0.4357434694124214    -0.9778834520349666
	27      1.787573568701132      1.599219451652011     -3.493129136258326
	28        1.2482006776869      2.697897699575684    0.07981081301435289
	29      2.956486473065027     0.9832208847117867     0.6667308004246548
	30     0.5603401079044712     -3.685295232471919      1.466761924622939
	31    0.03888771562648685     -2.300062569026431     -1.484247707436366
	32      3.858258912346884     -3.614046661346096     -2.874413466372937
	33     0.8191208846942777     -1.664339663448196     -3.350824898063295
	34     -3.491244642795369      2.855365605291418      -2.20827099253129
	35    -0.1361323974685962      -1.66574846659476      3.465410393126397
	36       3.20705899046334      3.318799420505031     -2.015382549477398
	37    -0.6644288479489044    -0.3601259989346164      3.224506484843848
	38      1.634356772490001     0.1377155577543476      1.398457214412493
	39     -2.290679823309467     -1.746334362110882     -3.648784185237491
	40     -1.945280919313942     -3.366476044988418     -1.207406031204798
	41     0.1374370829612248      1.764453988680255      1.615460827397789
	42      2.745765770411498      2.827316214737079    -0.8565736639635917
	43     -1.550991234899651     -1.065226041854179     0.7081136109120774
	44      1.178459801526973      0.417885236326244       1.26791127470717
	45      1.126945283569134     -1.058126910756772    -0.7858652315538857
	46      3.224587261610433    -0.3781285040458888     0.7594405869931968
	47      2.726972202521478    -0.5479635225111839     -3.704845767414285
	48      1.672371416052367   -0.09625913089321969    -0.2677307800750146
	49    -0.2942954507223208    -0.4038144609468377    -0.1034759050498915
	50    -0.4279081430709311    -0.4021215824309992      1.195937881189411

	:                37                    38                    39  :=
	1     -0.2945319436413274     -2.060595088993089      3.693372853437054
	2       2.489064984956089     0.6799679829274963      2.809893797602135
	3      -1.184410617488315     -1.758101345974528      1.841010222298424
	4    -0.08440390486393223     -1.775132894311696    -0.6495564808776666
